TrialNumber,Cue,FaceCategory,FaceExemplar,SceneCategory,SceneExemplar,ITI,TestPresence,FaceChange,SceneChange,Response,ReactionTime
462,1,1,20,4,31,4,0,NaN,NaN,NaN,NaN
463,2,2,45,2,23,6,0,NaN,NaN,NaN,NaN
464,1,4,41,1,35,4,0,NaN,NaN,NaN,NaN
465,1,1,62,1,44,7,1,51,44,NaN,NaN
466,1,2,16,2,27,4,0,NaN,NaN,NaN,NaN
467,2,1,83,4,1,5,0,NaN,NaN,NaN,NaN
468,2,2,10,3,38,5,0,NaN,NaN,NaN,NaN
469,1,3,46,3,58,7,1,46,60,NaN,NaN
470,2,3,26,2,22,5,0,NaN,NaN,NaN,NaN
471,2,2,92,1,42,6,1,92,42,NaN,NaN
472,2,3,39,4,7,6,1,39,7,NaN,NaN
473,1,4,76,2,7,7,1,84,20,NaN,NaN
474,1,4,32,4,43,4,0,NaN,NaN,NaN,NaN
475,2,4,9,1,65,5,0,NaN,NaN,NaN,NaN
476,2,4,90,3,29,6,1,50,17,NaN,NaN
477,1,1,21,3,4,4,0,NaN,NaN,NaN,NaN
478,2,1,23,2,48,6,1,98,30,NaN,NaN
479,1,3,12,1,31,4,0,NaN,NaN,NaN,NaN
480,1,2,2,4,12,7,1,2,12,NaN,NaN
481,1,2,92,3,29,7,0,NaN,NaN,NaN,NaN
482,2,3,12,3,4,6,1,12,53,NaN,NaN
483,2,1,62,3,58,5,0,NaN,NaN,NaN,NaN
484,2,3,46,1,44,5,0,NaN,NaN,NaN,NaN
485,1,1,23,4,7,7,0,NaN,NaN,NaN,NaN
486,2,1,21,1,31,6,1,36,21,NaN,NaN
487,2,4,32,2,27,6,1,32,27,NaN,NaN
488,1,2,10,1,65,4,1,53,65,NaN,NaN
489,2,2,2,2,7,5,0,NaN,NaN,NaN,NaN
490,1,3,39,2,48,7,0,NaN,NaN,NaN,NaN
491,1,3,26,4,1,4,1,26,23,NaN,NaN
492,1,1,83,2,22,4,1,55,22,NaN,NaN
493,1,4,90,1,42,7,0,NaN,NaN,NaN,NaN
494,2,4,76,4,12,5,0,NaN,NaN,NaN,NaN
495,1,4,9,3,38,4,1,9,38,NaN,NaN
496,2,2,16,4,43,6,1,91,46,NaN,NaN
497,2,2,1,1,35,5,1,6,43,NaN,NaN
498,1,4,92,2,23,4,1,56,23,NaN,NaN
499,2,4,20,1,20,6,0,NaN,NaN,NaN,NaN
500,1,4,67,4,52,7,0,NaN,NaN,NaN,NaN
501,2,3,70,2,62,6,0,NaN,NaN,NaN,NaN
502,2,2,20,3,35,6,0,NaN,NaN,NaN,NaN
503,2,1,20,2,31,5,1,21,36,NaN,NaN
504,1,2,71,2,10,7,0,NaN,NaN,NaN,NaN
505,2,1,48,4,3,6,0,NaN,NaN,NaN,NaN
506,1,3,83,3,22,4,1,83,58,NaN,NaN
507,2,3,42,4,31,5,1,42,31,NaN,NaN
508,1,2,45,4,2,4,1,45,30,NaN,NaN
509,2,4,41,3,45,5,1,41,45,NaN,NaN
510,1,3,28,1,10,7,0,NaN,NaN,NaN,NaN
511,1,1,58,3,40,7,0,NaN,NaN,NaN,NaN
512,1,1,82,1,48,4,1,35,48,NaN,NaN
